name,AOI_Points
绥德公园,"121.3494387790189,31.273839324585467;121.34942829980463,31.273840540524525;121.34941772097766,31.27383945762645;121.34940764135109,31.27383597499358;121.34939855990774,31.27383039171118;121.34939107543441,31.273822906750116;121.34938528770112,31.273813919778295;121.34938179547198,31.273803929635626;121.3491641666319,31.27211541255066;121.34900738543037,31.26958877607789;121.34900828459274,31.269576879934462;121.34901127952018,31.269565380304428;121.34901637018129,31.26955467700939;121.34902325715986,31.269544970435184;121.34903174081656,31.26953676067516;121.34904162154608,31.269530148000797;121.34905259991531,31.269525532708037;121.35089061845078,31.268794182051238;121.35451313597254,31.267318329728788;121.35452441496555,31.267319912200225;121.35453519470174,31.267323794396216;121.35454497612794,31.267329677192954;121.3545533599891,31.267337461230472;121.35456004687096,31.267346747132155;121.35456463753466,31.26735723562456;121.35456713201964,31.26736842693084;121.35494525803503,31.2695780860073;121.3544437666977,31.26978833928376;121.35445331186826,31.27025531921837;121.35369621140237,31.27166383350024;121.35277652878068,31.27317476081662;121.35277453167612,31.273186158869127;121.35277033879535,31.27319696051394;121.35276414979239,31.273206765622035;121.35275616431812,31.273215174066443;121.35274668183658,31.273221785568172;121.35273610159811,31.273226499565727;121.35272482286567,31.27322901558522;121.3494387790189,31.273839324585467;"
陇南公园,"121.33373813949844,31.272745084000444;121.33372676548503,31.272740407165763;121.33371628961426,31.27273392945563;121.33370701119546,31.272725850225523;121.33369912975252,31.272716468973133;121.33369474079659,31.272703282903628;121.333695839247,31.27269298537749;121.33369933225941,31.27268328314329;121.33370521978205,31.2726747759386;121.33371300290041,31.272667864515455;121.33372218267527,31.272663249494084;121.33373575239409,31.2726607254076;121.33767709729985,31.272226640670088;121.33769066737459,31.272225716869563;121.33770433709272,31.272226392191282;121.33771780711541,31.272228667168232;121.33773097768106,31.272232342065912;121.33774364922158,31.272237517197023;121.33775562218625,31.272244092959657;121.33776679679535,31.272252069531206;121.33787654643001,31.272342834092477;121.33788632408044,31.27235151286807;121.33789530342607,31.27236099271351;121.33790348447458,31.272371173672685;121.33791066767475,31.27238195614524;121.33791695279942,31.272393439907752;121.33792224009198,31.27240532527032;121.33792652954509,31.27241771218787;121.33800742578941,31.272707640816765;121.33801251369313,31.27271762738225;121.3380193977381,31.272726411283326;121.33802797818706,31.272733492918725;121.33803775615097,31.272738773219064;121.33804853210577,31.272741852714017;121.33805960760876,31.272742532733925;121.33807068330408,31.272741013722115;121.33884658869975,31.272584209794537;121.33885796386113,31.272582490507872;121.33886943859865,31.272583169993272;121.3388806138063,31.272586049041703;121.33889089079835,31.27259112870645;121.338900070038,31.27259810946977;121.33890765264606,31.2726066923424;121.3389134390784,31.2726166777616;121.3390743480767,31.273055301893653;121.33907494590174,31.273065296453396;121.33907294942597,31.273075195615476;121.33906845849899,31.273084199555857;121.33906187228888,31.273091807793534;121.33905039685513,31.27309882488827;121.33903732528846,31.273101646634817;121.33615885740738,31.273474123220733;121.33614598598898,31.273475046149446;121.3361331147395,31.27347406991301;121.33612054298264,31.273471293924;121.33610857005321,31.27346671764102;121.33609729571945,31.273460440838495;121.33608711907473,31.273452662704692;121.33607813989559,31.273443383058023;121.33604960672231,31.273406451006487;121.33604062760905,31.27339647167336;121.33603045106726,31.27338759403181;121.33601947619846,31.27337991731611;121.33600760320955,31.27337364161854;121.33599513144058,31.273368666441417;121.33598206088452,31.27336509174077;121.33596879063403,31.27336311670513;121.33519791937152,31.27327426111213;121.33518325234179,31.273272288823385;121.33516878491139,31.273269816392098;121.335154317528,31.27326684418328;121.33514004974417,31.27326337183206;121.33512578199766,31.273259499658966;121.33511171384164,31.273255227299977;121.33509784529532,31.273250354841895;121.33373813949844,31.272745084000444;"
新宝社区休闲广场,"121.19184571815535,31.404533868365093;121.19185032628562,31.404536274840925;121.19185513478948,31.404538581653842;121.19185994332469,31.404540588549672;121.19186495224307,31.404542395810992;121.19186996118275,31.40454400312707;121.19187507032422,31.404545410652545;121.19188017949644,31.404546518261572;121.19188538887084,31.404547426079667;121.19189059826614,31.404548133953003;121.19189580768054,31.404548641881604;121.19190111730796,31.404548850047284;121.19190632677288,31.404548858112435;121.19191163644079,31.404548666387882;121.19191684595711,31.404548174590367;121.19192205549341,31.40454748284814;121.19192726505936,31.404546491188206;121.19193237445403,31.40454539940105;121.19208405364641,31.404507744384542;121.1920890628639,31.40450645248027;121.1920940720911,31.404505060602986;121.19209908132886,31.404503568752713;121.19210399039402,31.404501976774487;121.19210889947942,31.404500184852292;121.19211380856437,31.40449839292917;121.19211861747729,31.404496500878036;121.19212342640122,31.404494508854285;121.19212813516299,31.40449231673141;121.19213284392389,31.404490124608067;121.19213755269502,31.404487832511894;121.19214206111396,31.40448544013348;121.19214666972287,31.404482947937144;121.19215117816123,31.404480355613014;121.19215558642755,31.4044776631621;121.19215999470381,31.404474870738767;121.19216430280845,31.404471978187676;121.19216861092316,31.404468985664074;121.19217281885646,31.404465992985717;121.19217782832375,31.404462201764357;121.19218183590343,31.40445910880392;121.19218564315032,31.40445571561753;121.19218925005487,31.404452122176828;121.19219275679914,31.404448328637756;121.19219586282776,31.404444434507408;121.19219886869429,31.40444034027788;121.19220167421932,31.40443604579553;121.19220407902876,31.404431650722106;121.19220638367797,31.404427055550332;121.19220838779196,31.404422359942092;121.19221009137298,31.404417563898768;121.19221149440966,31.40441276739204;121.19221269710317,31.404407770631824;121.19221359925376,31.40440277340852;121.19221420085888,31.40439777572133;121.19221460211224,31.404392677753474;121.19221460264025,31.404387579168535;121.19221440279514,31.404382580246143;121.19220239789708,31.40421950696271;121.19220189750716,31.404214507577784;121.19220129692567,31.40420960801049;121.19220039580935,31.40420460800835;121.19219929431013,31.4041998076412;121.19219809263946,31.404194907147776;121.19219659041481,31.40419010616218;121.19219498799809,31.404185404995292;121.19219308503652,31.404180703364624;121.19219108187285,31.40417620152429;121.19218887834633,31.40417169937431;121.19218647444613,31.404167296887447;121.19218397035468,31.40416299421845;121.19218126588898,31.404158791212662;121.19217836105044,31.404154687870122;121.19217525583866,31.40415068419022;121.19217205042408,31.404146880300054;121.19216864463554,31.404143176072534;121.19216513865581,31.404139571662707;121.19216153247255,31.4041361670432;121.19208259671153,31.40406516486595;121.19207858979605,31.404061759620593;121.19207448267801,31.404058554163978;121.19207027535718,31.4040555484973;121.19206586765182,31.404052742465172;121.19206125956215,31.40405013606704;121.19205665145104,31.40404772961332;121.19205184294488,31.404045622766677;121.19204703441869,31.404043715863228;121.19204212568864,31.404042008749375;121.19203701657378,31.404040501269527;121.19203200760994,31.40403929386102;121.19202689844228,31.404038286240876;121.19202168906233,31.404037578382372;121.19201647966062,31.404037070467925;121.1920112702372,31.404036762497572;121.19200606078307,31.404036754443098;121.19200085129651,31.4040370463045;121.19199564178908,31.404037538109982;121.19183154163233,31.40405687860803;121.19182633208662,31.40405757033879;121.19182112250898,31.40405856198525;121.1918160130923,31.404059753731552;121.19181100383788,31.404061145576197;121.1918059945511,31.40406283733765;121.19180108542523,31.40406472919856;121.19179627646055,31.40406682115906;121.1917915676566,31.404069113218533;121.1917869590145,31.404071605377094;121.19178255070572,31.40407439776329;121.19177814238574,31.404077290121048;121.19177393439894,31.404080482706043;121.19176992676606,31.404083775573916;121.19176601929419,31.404087268540604;121.19176221198445,31.404090961608023;121.19175870521077,31.40409475511347;121.19175529859827,31.40409874871838;121.19175209234014,31.40410284260604;121.19167383891886,31.40420869172596;121.19167093318228,31.404212986020184;121.19166812761785,31.404217380442944;121.19166552240735,31.40422187514807;121.19166311754134,31.404226570109284;121.19166101322253,31.404231265537394;121.19165910924792,31.40423616122159;121.1916574056385,31.404241057216424;121.1916560025665,31.4042460536507;121.19165479984848,31.404251150368726;121.19165389767831,31.404256247554308;121.19165319586327,31.40426144502298;121.19165269441257,31.40426664280298;121.19165249351016,31.404271841049763;121.19165249297225,31.404277039608186;121.19165279298264,31.404282238633993;121.19165329335743,31.404287437970854;121.19165409428967,31.404292537802178;121.19165509557773,31.404297737917435;121.19167502267031,31.404386944167552;121.19167632451563,31.404392044777577;121.19167782673526,31.404397045726185;121.19167952932008,31.40440204698601;121.1916814322806,31.404406948584725;121.19168363579777,31.404411750677525;121.1916859395089,31.404416452953875;121.19168854377685,31.404421055725066;121.19169124824727,31.404425458706662;121.19169425326638,31.40442986215454;121.19169735848739,31.404434065813323;121.19170076427604,31.404438069994512;121.19170427024764,31.40444207433007;121.19170797661441,31.404445779060083;121.1917117831735,31.404449383973258;121.19171579011781,31.404452789252396;121.19171989726567,31.40445599474227;121.19172420478769,31.404459100570563;121.19172861252264,31.404461906636648;121.19184121023811,31.40453116212704;121.19184571815535,31.404533868365093;"
生态公园,"121.43590429563909,31.35100258742982;121.43589931267222,31.35100403729146;121.4358944081497,31.35100573169785;121.4358895940946,31.35100766626954;121.43588488233118,31.351009836326657;121.4358802843831,31.351012236689886;121.43587581147281,31.35101486127899;121.43587147462466,31.35101770381352;121.43586728445823,31.351020757212897;121.43586325129607,31.351024013995804;121.43585938495869,31.351027466279852;121.43585569496513,31.351031105483727;121.43585219033493,31.351034922824613;121.43584887958376,31.351038908818943;121.43584577103202,31.351043053683686;121.43584287219271,31.351047347332827;121.43584019008217,31.351051779182335;121.43583773141347,31.35105633834628;121.43431705534942,31.354052039128394;121.43431490415709,31.35405659972958;121.43431302067776,31.35406127710216;121.43431141112484,31.354066055562072;121.43431008090866,31.35407091922239;121.43430903444006,31.35407585179441;121.43430827532592,31.354080836790448;121.43430780607372,31.354085857618486;121.43430762808619,31.354090897586858;121.43430774216642,31.354095939802708;121.43430814771473,31.354100967469133;121.43430884362903,31.354105963792318;121.43430982740719,31.35411091207132;121.4343110957421,31.354115795908726;121.4343126446289,31.354120598902355;121.43431446865647,31.354125305150536;121.43431656181576,31.35412989874767;121.43431891719388,31.35413436458936;121.43432152687672,31.35413868766881;121.43433522878871,31.354159971579207;121.43433805550227,31.354164205622503;121.43434102199384,31.35416834351154;121.43434412495876,31.354172380544107;121.43434736109053,31.354176312216023;121.43435072668207,31.35418013432274;121.4343542179263,31.35418384246001;121.43435783101616,31.354187432524185;121.43436156194484,31.35419090060954;121.43436540650374,31.354194242711603;121.43436936048526,31.35419745522505;121.434373419481,31.354200534543665;121.43437757888185,31.354203477262235;121.43438183418041,31.35420628007498;121.43438618056689,31.354208939875488;121.4343906132323,31.35421145375688;121.4343951272669,31.354213818813736;121.43439971766202,31.354216032437986;121.43440437920724,31.35421809222322;121.43440910679216,31.354219995861747;121.43785294027997,31.355540709927247;121.43785776165215,31.35554230878468;121.43786270962309,31.35554345750349;121.43786774190484,31.355544146414882;121.43787281580701,31.355544369650076;121.43787788783844,31.355544125237206;121.43788291500795,31.35554341520308;121.4378878543234,31.355542245772224;121.43789266379632,31.355540626773113;121.43789730233865,31.355538572030795;121.43790173056598,31.355536099073692;121.43790591069661,31.355533228931275;121.4379098071546,31.35552998603589;121.43791338656476,31.35552639822199;121.43791661856346,31.355522495728625;121.43791947568872,31.355518312098553;121.43792193338632,31.355513882878224;121.43953173861324,31.352267273523196;121.43953370442608,31.352262674782786;121.43953514039288,31.352257884179924;121.43953602816913,31.352252962263183;121.43953635672698,31.352247971092083;121.43953612175157,31.35224297373811;121.43953532634553,31.352238033286255;121.43953398052786,31.35223321213386;121.43953210123043,31.35222857098856;121.43952971220196,31.352224168674294;121.43952684360501,31.352220060524857;121.43952353171404,31.35221629858704;121.43951981821934,31.352212930216684;121.43951575011924,31.35220999808405;121.43951137862491,31.352207539065024;121.43950675905504,31.35220558414628;121.43610636600606,31.350986517567453;121.43610150374685,31.35098485401706;121.43609659508576,31.350983332746715;121.43609164422986,31.350981954861936;121.43608665538889,31.35098072156914;121.4360816328707,31.35097963407415;121.43607658088428,31.350978693184732;121.43607150373752,31.350977899706592;121.43606640574023,31.350977254446807;121.43606129130042,31.350976757712484;121.43605616482772,31.3509764101104;121.43605103052953,31.35097621184681;121.43604589281654,31.35097616312911;121.43604075619666,31.350976264064663;121.4360356248783,31.35097651446024;121.43603050327134,31.350976914122214;121.43602539578309,31.35097746265884;121.43602030682445,31.35097815977608;121.43601524050305,31.350979004781564;121.4360102014279,31.35097999688291;121.43590934472239,31.351001385492737;121.43590429563909,31.35100258742982;"
国际五金城生活休闲广场,"121.22085701251847,31.310086656544293;121.22632050003187,31.310641691340507;121.22603226013199,31.311102091579247;121.2234508805992,31.313844497830186;121.22099096278181,31.31632451340994;121.22081799843087,31.316413913535605;121.21937673501178,31.315497613920694;121.2200240192491,31.31256172970108;121.22067108088248,31.31186502143164;121.2208698117518,31.310221019322167;121.22085701251847,31.310086656544293;"
迎园广场,"121.27596164808476,31.396031506042945;121.27606426156039,31.39536997797768;121.276206641465,31.39445127808695;121.27703087990378,31.394551178340784;121.27709698462576,31.394571402172442;121.2781568157735,31.395123405209432;121.27788890236278,31.396336969674373;121.2778467611807,31.396362308688914;121.27708725748232,31.39625405707045;121.27655710354344,31.396257719732848;121.27599030522057,31.396072964934646;121.27596164808476,31.396031506042945;"
南翔镇文体中心广场,"121.16051119225325,31.307769352418337;121.16050297515979,31.307779432419064;121.16049335538732,31.307788210213133;121.16048263354068,31.307795586424948;121.16047101003291,31.307801361524426;121.16045868527054,31.30780543594084;121.16044585964904,31.307807810064244;121.16043293396365,31.307808484672638;121.1585400916775,31.30779802907437;121.15852866919766,31.307797507323706;121.15851764769516,31.307794587301544;121.1585073277397,31.307789569463598;121.15849821031186,31.3077825547345;121.15849079636645,31.307773943915354;121.15848518608519,31.30776393711932;121.15848168002127,31.307753034724712;121.15846615892129,31.307630953529014;121.15846475715294,31.307618155933486;121.15846375616736,31.30760545906822;121.15846295558403,31.307592662627982;121.15846245559396,31.307579866764627;121.15846225619617,31.307567071479095;121.15846225720028,31.307554176618122;121.15846255879006,31.307541382294385;121.15856843891457,31.305335865418346;121.15857224729052,31.30532477717141;121.15857805955851,31.3053144924588;121.1585856752843,31.305305510697696;121.15859489405044,31.305298131381527;121.15860531504147,31.305292653620356;121.15861663765776,31.305289176798045;121.15862785993745,31.305287499065102;121.15864168727451,31.305286925907087;121.15865541429038,31.305287951920693;121.15866904099309,31.305290477144084;121.15868226678933,31.30529450099992;121.15869489129034,31.305299923142137;121.15870691449658,31.305306743570142;121.15873917651106,31.30532839705431;121.15875009746664,31.305336214967074;121.15876031697577,31.30534483121154;121.15876993524378,31.30535414602042;121.15877885207344,31.30536415920019;121.15878686706786,31.305374870364744;121.15879418063933,31.30538607997919;121.15880049218443,31.305397887425165;121.15894715792035,31.305705747220305;121.1589531688681,31.305717654057755;121.15895948042552,31.305729361555947;121.15896609258472,31.30574096967317;121.15897310555873,31.305752278683435;121.15898041913528,31.305763488314007;121.15898793313166,31.30577439845104;121.15899584793509,31.305785109441516;121.15933478332904,31.30622838688963;121.15934339953093,31.306239099265426;121.15935221615419,31.306249512149147;121.15936143358537,31.306259725887863;121.15937085142902,31.306269740094823;121.15938056989964,31.306279355043106;121.1593904887736,31.306288870419472;121.1594007082747,31.306297986537537;121.15974326308209,31.30659273177537;121.15975428419522,31.306601749523487;121.1597655057371,31.30661036782081;121.15977702789824,31.30661868682078;121.15978875048835,31.306626606370635;121.15980067349878,31.306634226429086;121.15981289712967,31.306641547191784;121.15982522099115,31.30664846830901;121.16029372981495,31.30689697808389;121.16030595350693,31.306903899064903;121.16031777636485,31.30691131906993;121.16032939878744,31.30691923848751;121.16034052017713,31.306927656733635;121.16035134093988,31.306936474237332;121.16036176086129,31.30694589072365;121.16037177995679,31.306955706272966;121.1605617410223,31.30715519591433;121.16057025715224,31.30716490859956;121.16057797164395,31.307175219487636;121.16058468409334,31.307186228147934;121.16059039450715,31.30719783462107;121.16059510290063,31.307209838985493;121.16059870908425,31.307222141088126;121.16060121304945,31.307234840887716;121.16063996770193,31.30751640385439;121.16064096869248,31.307529000772544;121.16064066710639,31.307541495197047;121.1606390629364,31.30755398708854;121.16063625639643,31.307566276722444;121.16063224750287,31.307578164176462;121.16062693605632,31.307589649258066;121.16062062267832,31.307600432671435;121.16051119225325,31.307769352418337;"
嘉洲公园,"121.33373813949844,31.272745084000444;121.33372676548503,31.272740407165763;121.33371628961426,31.27273392945563;121.33370701119546,31.272725850225523;121.33369912975252,31.272716468973133;121.33369474079659,31.272703282903628;121.333695839247,31.27269298537749;121.33369933225941,31.27268328314329;121.33370521978205,31.2726747759386;121.33371300290041,31.272667864515455;121.33372218267527,31.272663249494084;121.33373575239409,31.2726607254076;121.33767709729985,31.272226640670088;121.33769066737459,31.272225716869563;121.33770433709272,31.272226392191282;121.33771780711541,31.272228667168232;121.33773097768106,31.272232342065912;121.33774364922158,31.272237517197023;121.33775562218625,31.272244092959657;121.33776679679535,31.272252069531206;121.33787654643001,31.272342834092477;121.33788632408044,31.27235151286807;121.33789530342607,31.27236099271351;121.33790348447458,31.272371173672685;121.33791066767475,31.27238195614524;121.33791695279942,31.272393439907752;121.33792224009198,31.27240532527032;121.33792652954509,31.27241771218787;121.33800742578941,31.272707640816765;121.33801251369313,31.27271762738225;121.3380193977381,31.272726411283326;121.33802797818706,31.272733492918725;121.33803775615097,31.272738773219064;121.33804853210577,31.272741852714017;121.33805960760876,31.272742532733925;121.33807068330408,31.272741013722115;121.33884658869975,31.272584209794537;121.33885796386113,31.272582490507872;121.33886943859865,31.272583169993272;121.3388806138063,31.272586049041703;121.33889089079835,31.27259112870645;121.338900070038,31.27259810946977;121.33890765264606,31.2726066923424;121.3389134390784,31.2726166777616;121.3390743480767,31.273055301893653;121.33907494590174,31.273065296453396;121.33907294942597,31.273075195615476;121.33906845849899,31.273084199555857;121.33906187228888,31.273091807793534;121.33905039685513,31.27309882488827;121.33903732528846,31.273101646634817;121.33615885740738,31.273474123220733;121.33614598598898,31.273475046149446;121.3361331147395,31.27347406991301;121.33612054298264,31.273471293924;121.33610857005321,31.27346671764102;121.33609729571945,31.273460440838495;121.33608711907473,31.273452662704692;121.33607813989559,31.273443383058023;121.33604960672231,31.273406451006487;121.33604062760905,31.27339647167336;121.33603045106726,31.27338759403181;121.33601947619846,31.27337991731611;121.33600760320955,31.27337364161854;121.33599513144058,31.273368666441417;121.33598206088452,31.27336509174077;121.33596879063403,31.27336311670513;121.33519791937152,31.27327426111213;121.33518325234179,31.273272288823385;121.33516878491139,31.273269816392098;121.335154317528,31.27326684418328;121.33514004974417,31.27326337183206;121.33512578199766,31.273259499658966;121.33511171384164,31.273255227299977;121.33509784529532,31.273250354841895;121.33373813949844,31.272745084000444;"
嘉定区平安主题公园,"121.29982154633066,31.432522047650014;121.29982366386092,31.432517470502006;121.29982534690545,31.432512716439128;121.29982658099014,31.43250782677643;121.29982735533471,31.43250284402099;121.29982766314718,31.43249781157318;121.29982750173158,31.4324927730276;121.2998268726786,31.432487772370227;121.29982578127428,31.432482852979877;121.29982423709528,31.432478057530385;121.29982225351007,31.432473427887466;121.29981984777919,31.43246900421246;121.29981704085607,31.432464825058627;121.29981385708656,31.43246092657578;121.29981032421045,31.43245734280816;121.29980647286122,31.43245410479518;121.29870233177769,31.43161060995703;121.29869794341327,31.43160781461569;121.29869314501815,31.43160580405923;121.29868807490422,31.431604636241314;121.2986828790678,31.431604344909875;121.29867770740323,31.431604938310816;121.2986727090062,31.431606399499756;121.29866802778488,31.431608686246264;121.29866379887046,31.431611732642754;121.29866014402043,31.431615450906406;121.29865716872827,31.431619733888574;121.29865495853086,31.43162445807907;121.29865357730928,31.43162948730476;121.29859482039338,31.431946554206764;121.29859411997684,31.43195160578818;121.29859388111242,31.431956699388788;121.29859410579905,31.431961792914556;121.29859479214564,31.431966843980053;121.29859593446638,31.43197181080472;121.29859752338447,31.431976652016193;121.29859954563045,31.431981327645303;121.29860198444216,31.431985798731322;121.29860481966463,31.43199002831585;121.29860802764861,31.431993981247963;121.298611581851,31.431997624780227;121.29861545273599,31.432000928669513;121.2986196082705,31.43200386547673;121.2986240140274,31.432006410964615;121.29862863328378,31.432008543800436;121.29863342791927,31.432010246451803;121.29867677770115,31.43202344569811;121.29868157372069,31.432025247816064;121.29868610103698,31.432027646430114;121.29869028640294,31.432030602573946;121.29869406186366,31.43203406827333;121.29869736614761,31.432037987445224;121.29870014557227,31.432042296295705;121.29870235523497,31.43204692511777;121.29870395931609,31.432051798791548;121.29870493157642,31.432056838280005;121.29870525645465,31.43206196183052;121.29870492857022,31.4320670862728;121.29870395331922,31.432072128620373;121.29870234637585,31.43207700706662;121.29870013399457,31.43208164228762;121.29856703303015,31.43232022038597;121.29856483772033,31.432324730402048;121.29856315923426,31.43232945710062;121.29856201843435,31.43233434136116;121.29856142969685,31.43233932167593;121.2985614004125,31.43234433584825;121.29856193098394,31.432349320893163;121.29856301473293,31.432354214137632;121.29856463809153,31.43235895442066;121.29856678060676,31.432363482291034;121.2985694155389,31.432367740807223;121.29857250965894,31.43237167663929;121.29857602445252,31.432375240363704;121.29857991551242,31.43237838736485;121.29858413424178,31.43238107823471;121.29858862765234,31.43238327907027;121.29958240489846,31.432802593152456;121.29958726570743,31.4328043979408;121.29959226586594,31.432805771000403;121.29959736725391,31.43280670190007;121.29960253105354,31.432807183507247;121.29960771784445,31.432807212188983;121.29961288821025,31.432806787813163;121.29961800273048,31.432805913445925;121.29962302248515,31.432804595850467;121.29962790935265,31.432802845090333;121.29963262590856,31.432800674325637;121.29963713632557,31.432798100313043;121.29964140627362,31.432795142506013;121.29964540321642,31.43279182355438;121.29964909671511,31.43278816860298;121.29965245872611,31.432784205492503;121.29965546349943,31.432779964559582;121.29981901287907,31.43252640806259;121.29982154633066,31.432522047650014;"
市民广场,"121.04275539332687,31.109662504448412;121.04210727255114,31.10949465547552;121.04060864973594,31.109104774738547;121.03940725254824,31.10887843212179;121.03857942492081,31.10875984477846;121.03835895833295,31.108756543020828;121.03798104760644,31.10875639852658;121.03765718442645,31.10876363212949;121.03775636552434,31.108016222684963;121.03973598476526,31.10817739703445;121.04126150632081,31.108292720738124;121.04203556434003,31.108407911040768;121.04271060728982,31.108602386812912;121.04307520919612,31.108737754067405;121.04312017729428,31.108860092976727;121.04315168705944,31.10892119384634;121.04293990273152,31.109562876144686;121.04275539332687,31.109662504448412;"
