id,行业类型,名称,类型,地址,联系电话,lng,lat,省份代码,省份名称,城市代码,城市名称,区域代码,区域名称,所在商圈,rating
BV10036594,,陈海公路三华路(公交站),交通设施服务;公交车站;公交车站相关,南牛线;南牛线区间,,121.2614483,31.75398148,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV11486468,,华联超市(招呼站)(公交站),交通设施服务;公交车站;公交车站相关,南建专线;南牛线;南牛线区间;崇明乡村6路,,121.2098499,31.76918863,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV11556387,,联华超市(招呼站)(公交站),交通设施服务;公交车站;公交车站相关,崇明乡村6路区间,,121.2098499,31.76918863,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
B0FFIB1MIC,,新建公路-道路停车位,交通设施服务;停车场;路边停车场,新建公路与东福路交叉口北60米,,121.2097607,31.76909039,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV09211976,,新洲不锈钢厂(招呼站)(公交站),交通设施服务;公交车站;公交车站相关,南红专线,,121.2697272,31.84262771,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV11282335,,织布厂(公交站),交通设施服务;公交车站;公交车站相关,南海线,,121.3027726,31.78240473,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV11326289,,三条桥(招呼站)(公交站),交通设施服务;公交车站;公交车站相关,南建专线;南新专线,,121.2754609,31.75625599,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV11486748,,社西村(招呼站)(公交站),交通设施服务;公交车站;公交车站相关,南建专线;南新专线,,121.2754689,31.75632499,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV10027403,,绿华镇(公交站),交通设施服务;公交车站;公交车站相关,南建专线;南牛线;南牛线区间;崇明乡村6路;崇明乡村6路区间,,121.2095308,31.76577496,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV10385710,,新洲(公交站),交通设施服务;公交车站;公交车站相关,南红专线,,121.2777173,31.84178577,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV11038714,,界河桥(公交站),交通设施服务;公交车站;公交车站相关,南海线,,121.3019562,31.77635988,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
BV11481160,,大平村(招呼站)(公交站),交通设施服务;公交车站;公交车站相关,南海线,,121.3057727,31.77546888,,上海市,,上海市,,崇明区,,"{'cost': , 'rating': }"
